dsmsgkey,dsenus,dsptbr,dseses
InvoiceForm.button.currency,Currency Exchange,Conversão de Moedas,Cambio de Divisas
InvoiceForm.label.dsInvoiceNumber,Invoice Number,Nota Fiscal ou Invoice Agente,Número de factura
InvoiceForm.label.obBilledBy,Your Office,Seu Escritório,Su Oficina
InvoiceForm.label.obPayer,Debtor / Creditor,Devedor / Credor,Deudor / Acreedor
InvoiceForm.label.officeExchange,Account Exchange,Câmbio na Conta,Intercambio de cuenta
InvoiceForm.label.officeTotal,Account Total,Total na Conta,Total de la cuenta
InvoiceForm.label.waiting,...,...,esperando
InvoiceItemsInput.caption.nbImpressionOrder,Order,Ordem,Orden
InvoiceItemsInput.caption.vlTotalExcOffice,Value ACC.,Valor ACC.,Valor ACC.
InvoiceParcelForm.label.dtExpireFirstParcel,First Parcel Expiration,Vencimento 1ª Parcela,Vencimiento de la primera cuota de la factura
InvoiceParcelForm.label.dtPaymentFirstParcel,First Parcel Payment,Pagamento 1ª Parcela,Pago Primera Parcela
InvoiceParcelForm.label.stFirstParcel,First Parcel Status,Status 1ª Parcela,Estado del primer paquete
InvoiceParcelList.header.editInvoiceParcel,Parcel Editing,Edição de Parcela,Edición de paquete de factura
Action.name.ADDCUSTOMER,Add Customer,Adicionar Cliente,Agregar Cliente
Action.name.FREIGHTTYPES,View Freight Types,Visualizar Tipos de Frete,Ver tipos de flete
Action.name.LOGOUTTYPE,Logout,Fazer Logout,Cerrar sesión
Action.name.OCCURRENCETYPES,View Occurrence Types,Visualizar Tipos de Ocorrência,Ver tipos de ocurrencia
Action.name.OFFICEADDRESSES,View Addresses,Visualziar Endereços,Ver direcciones
Action.name.OFFICEBANKACCOUNTS,View Bank Accounts,Visualizar Contas Bancárias,Ver cuentas bancarias
Action.name.OFFICECONTACTS,View Contacts,Visualizar Contatos,Ver contactos
Action.name.OFFICEPRICINGS,View Pricing,Visualizar Pricing,Ver precios
Action.name.OFFICEPROCESSES,View Processes,Visualizar Processos,Ver procesos
Action.name.ORDERTRANSACTIONS,View Order Transactions,Visualizar Transações de Pedidos,Ver transacciones de pedidos
Action.name.ORGANIZATIONDEPARTMENTS,View Departments,Visualizar Departamentos,Ver Departamentos
Action.name.ORGANIZATIONPORTS,View Ports,Visualizar Portos,Ver Puertos
Action.name.ORGANIZATIONVERTICALS,View Verticals,Visualizar Verticais,Ver Verticales
Action.name.PRICINGVOLUMES,View Pricing Volumes,Visualizar Volumes do Pricing,Ver volúmenes de precios
Action.name.PROCESSVOLUMES,View Process Volumes,Visualizar Volumes do Processo,Ver volúmenes de proceso
Action.name.QUOTATIONVOLUMES,View Quotation Volumes,Visualizar Volumes da Cotação,Ver volúmenes de cotización
Action.name.SETCARRIER,Edit Carrier,Editar Armador,Editar Transportista
Action.name.SETCOMPANY,Edit Company,Editar Empresa,Editar Empresa
Action.name.SETDEPARTMENT,Edit Department,Editar Departamento,Editar Departamento
Action.name.SETOCCURRENCE,Edit Occurrence,Editar Ocorrência,Editar Ocurrencia
Action.name.SETOFFICE,Edit Office,Editar Escritório,Editar Oficina
Action.name.SETPORT,Edit Port,Editar Porto,Editar Puerto
Action.name.SETPROCESSVOLUME,Edit Process Volume,Editar Volume do Processo,Editar Volumen del Proceso
InvoiceParcelsManager.button.addAutoInvoiceParcel,Automatic Parcels,Parcelas Automáticas,Parcelas Automáticas
InvoiceParcelsManager.button.addInvoiceParcel,Add Parcel,Adicionar Parcela,Agregar paquete
InvoiceParcelsManager.header.addInvoiceAutoParcel,Add Parcels Automatic,Adicionar Parcelas Automáticas,Agregar paquetes automáticamente
InvoiceParcelsManager.label.vlBalance,Debtor Balance,Saldo Devedor,Saldo deudor
InvoiceParcelsManager.label.vlPaid,Amount Paid,Valor Pago,Importe Pagado
InvoiceParcelStatusTypes.CANCELED,Canceled,Cancelada,Cancelada
InvoiceParcelStatusTypes.OPENED,Opened,Aberta,Abierta
Action.name.INCOTERMRULES,View Incoterm Rules,Visualizar Regras do Incoterm,Ver reglas de Incoterm
Action.name.INCOTERMS,View Incoterms,Visualizar Incoterms,Ver términos de entrega (Incoterms)
Action.name.INVOICECHARGES,View Invoice Charges,Visualizar Taxas da Invoice,Ver cargos de factura
Action.name.OFFICECHARGES,View Charges,Visualizar Taxas,Ver cargos de oficina
Action.name.OFFICEINVOICES,View Invoices,Visualizar Invoices,Ver facturas de oficina
Action.name.OFFICEOCCURRENCES,View Occurrences,Visualizar Ocorrências,Ver Ocurrencias
Action.name.OFFICEPROCESSESAIREXPORT,View Process Air - Import,Visualizar Processo Aéreo - Importação,Ver Proceso Aéreo - Importación
Action.name.OFFICEPROCESSESAIRIMPORT,View Process Air - Import,Visualizar Processo Aéreo - Importação,Ver Proceso Aéreo - Importación
Action.name.OFFICEPROCESSESSEAEXPORT,View Process Sea - Import,Visualizar Processo Marítimo - Importação,Ver Proceso Marítimo - Exportación
Action.name.OFFICEPROCESSESSEAIMPORT,View Process Sea - Export,Visualizar Processo Marítimo - Exportação,Ver Proceso Marítimo - Exportación
Action.name.ORGANIZATIONINSTRUCTIONS,View Instructions,Visualizar Instruções,Ver instrucciones
Action.name.ORGANIZATIONINVITES,View Invites,Visualizar Convites,Ver Invitaciones
Action.name.ORGANIZATIONROLES,View Profiles,Visualizar Perfis,Ver Perfiles
InvoiceParcelStatusTypes.PAID,Paid,Baixada,Pagado
Invoices.header.chargesImporting,Charges Importing,Importação de Taxas,Importación de cargos
InvoiceStatusTypes.CANCELLED,Reversed,Estornado,Cancelado
InvoiceStatusTypes.NoInvoice,Not Billed,Não Faturado,No facturado
InvoiceStatusTypes.OPENED,Opened,Aberto,Abierto
InvoiceStatusTypes.OPERATION,Operation,Operação,Operación
InvoiceStatusTypes.PAID,Paid,Baixado,Pagado
InvoiceTypes.COMMISSION,Commission,Comissão,Comisión
InvoiceTypes.DEMURRAGE,Demurrage,Demurrage,Demora
InvoiceTypes.DETENTION,Detention,Detention,Detención
InvoiceTypes.EXPENSES,Expenses,Despesas,Gastos
InvoiceTypes.INVOICE,Invoice,Invoice,Factura
InvoiceTypes.STATEMENT,Statement,Statement,Declaración
InvoiceTypes.TAX,Tax,Impostos,Impuestos
IofCalculator.label.bankAccount,Bank Account (Company),Conta Bancária (Empresa),Cuenta bancaria (Empresa)
IofCalculator.label.iof,% IOF,% IOF,% de impuesto sobre operaciones financieras (IOF)
IofCalculator.label.iofTotal,IOF Total,Total do IOF,Total de IOF
IofCalculator.label.obPayer,Exchange Broker,Corretora de Câmbio,Corredor de cambio
IofCalculator.label.officeTotal,Total Exchanged,Total no Câmbio,Total cambiado
Label.addition,Addition,Acréscimo,Adición
IofCalculator.label.vlContract,Contract Value,Valor do Contrato,Valor del contrato
IofCalculator.subHeader.exchangeContract,Exchange Contract,Contrato de câmbio,Contrato de cambio
IofCalculator.subHeader.iof,IOF,IOF,IOF
Label.accept,Accept,Aceitar,Aceptar
Label.acceptAs,Accept as,Aceitar como,Aceptar como
Label.acceptedCardBrands,Accepted Card Brands,Bandeiras aceitas,Banderas aceptadas
Label.accessInvitationToWt,Access invitation to <b>Web Tracking</b>,Convite de acesso ao <b>Web Tracking</b>,Invitación de acceso a <b>Seguimiento Web</b>
Label.accountInfo,Accounting Information,Accounting Information,Información contable
Label.accountNumber,Account Number,Account Number,Número de cuenta
Label.actions,Actions,Ações,Acciones
Label.addTariffPOLs,Add Ports/Airports,Adcione os Portos/Aeroportos,Agregar Puertos/Aeropuertos
Label.carrierAirline,Carrier/Airline,Armador/Cia Aérea,Transportista/Aerolínea
Label.activationEmailSent,"We sent an email to <b class=""text-success"">{0}</b> for validation. Copy the highlighted code to the form below.","Enviamos um e-mail para <b class=""text-success"">{0}</b> para validação. Copie o código destacado para o formulário abaixo.","Hemos enviado un correo electrónico a <b class=""text-success"">{0}</b> para validación. Copie el código resaltado en el formulario a continuación."
Label.active,Active,Ativo,Activo
Label.activity,Activity,Atividade,Actividad
Label.actualMonth,Actual Month,Mês Atual,Mes Actual
Label.actualPassword,Actual Password,Senha Atual,Contraseña Actual
Label.add,Add,adicionar,Agregar
Label.addAccount,Add Account,Adicionar Conta,Agregar cuenta
Label.addAirport,Add Airport,Adicionar Aeroporto,Agregar aeropuerto
Label.addAwbSequence,Add AWB Sequence,Adicionar Sequencia de AWB,Agregar secuencia de AWB
Label.addBankAccount,Add Bank Account,Adicionar Conta Bancária,Agregar cuenta bancaria
Label.addCharge,Add Charge,Adicionar Taxa,Agregar cargo
Label.addChargeCalculation,Add Calculation,Adicionar Cálculo,Agregar cálculo
Label.addChargesInProcess,Add Charge in Process,Adicionar Taxa no Processo,Agregar cargo en proceso
Label.addCompany,Add Company,Adicionar Empresa,Agregar empresa
Label.addCompanyCostCenter,Add cost center % at company,Adicionar % centro de custo na empresa,Agregar centro de costos % en la empresa.
Label.addCostCenter,Add cost center,Adicionar centro de custo,Agregar centro de costos
Label.addCustForwardingQuestion,Do you want to add the forwarding to the customer?,Deseja adicionar o repasse para o cliente?,¿Desea agregar el reenvío al cliente?
Label.addCustomNotification,Add custom notification,Adicionar notificação personalizada,Agregar notificación personalizada
Label.addDeclaration,Add Declaration,Adicionar Declaração,Agregar Declaración
Label.addDepartment,Add Department,Adicionar Departamento,Agregar Departamento
Label.addDifference,Add Difference,Adicionar Diferença,Agregar Diferencia
Label.addDocument,Add document,Adicionar documento,Agregar documento
Label.addDriver,Add Driver,Adicionar Motorista,Agregar Conductor
Label.AddEvent,Add event,Adicionar evento,Agregar evento
Label.addExpanseInvoice,Expanse Invoice,Invoice Despesa,Factura de Gastos
Label.addFreight,Add Freight ,Adicionar Frete,Agregar flete
Label.addGoods,Add Goods,Adicionar Mercadoria,Agregar mercancías
Label.addGoodsCompany,Add Goods Company,Adicionar Empresa para Mercadoria,Agregar empresa de mercancías
Label.addInvoice,Add Invoice,Adicionar Invoice,Agregar factura
Label.addInvoiceCass,CASS Invoice,Invoice CASS,Factura CASS
Label.addInvoiceParcel,Parcel Adding,Adicionando Parcela,Añadiendo paquete de factura
Label.additionalContacts,Aditional Contacts,Contatos Adicionais,Contactos adicionales
Label.additionalInfo,Aditional Info,Informações Adicionais,Información adicional
Label.addNote,Add note.,Digite a observação.,Agregar nota.
Label.addOfficeByCompany,Add office from the company?,Adicionar escritório a partir da empresa?,¿Agregar oficina desde la empresa?
Label.addPayer,Add billing information,Adicionar dados para faturamento,Agregar información de facturación
Label.addPayment,Add Payment,Adicionar Pagamento,Agregar Pago
Label.addPort,Add Port,Adicionar Porto,Agregar puerto
Label.addProcessOtherService,Add Other Service,Adicionar Outro Serviço,Agregar otro servicio
Label.addProfitShare,Add Profit Share,Adicionar Profit Share,Agregar participación en las ganancias
Label.addQuotation,Add Quotation,Adicionar Cotação,Agregar cotización
Label.addQuotationRequirements,"You must have at least one customer and one salesperson, to create a new quotation. Go to:",Você deve ter pelo menos um cliente e um vendedor para criar uma nova cotação. Ir para:,Debe tener al menos un cliente y un vendedor para crear una nueva cotización. Ir a:
Label.addRange,Add Range,Adicionar Faixa,Agregar rango
Label.addReminder,Add Reminders,Adicionar Lembretes,Agregar recordatorios
Label.address,Address,Endereço,Dirección
Label.addSalesman,Add Salesperson,Adicionar Vendedor,Agregar vendedor
Label.addSellQuotation,Add Sell Quotation,Adicionar Cotação de Venda,Agregar cotización de venta
